neuron_id,subject_id,subject_int,cell_idx,roi,MNI_x,MNI_y,MNI_z,lag30_r,lag60_r,high_lag30,high_lag60,high_both,high_group
18_16-16-mRF2aCa08-ACC,18,18,16,ACC,10.347541690000002,38.24602707,-0.8303566600000003,0.08847021336477742,-0.05754440120885743,True,False,False,high 30 only
18_14-14-mLF2Ca05-ACC,18,18,14,ACC,-9.754518119999998,39.80010207,1.42713703,0.01719006730071318,-0.02091539804439028,False,False,False,neither
18_05-05-mLF2Ca02-ACC,18,18,5,ACC,-9.754518119999998,39.80010207,1.42713703,0.14910446596228513,0.0070412801753020554,True,False,False,high 30 only
18_04-04-mLF2Ca02-ACC,18,18,4,ACC,-9.754518119999998,39.80010207,1.42713703,0.03408238638115585,-0.1672554508686804,False,False,False,neither
18_02-02-mLF2Ca01-ACC,18,18,2,ACC,-9.754518119999998,39.80010207,1.42713703,-0.058397504705528125,-0.1996077323884712,False,False,False,neither
18_07-07-mLF2Ca03-ACC,18,18,7,ACC,-9.754518119999998,39.80010207,1.42713703,0.1736515419016664,-0.01915455177962479,True,False,False,high 30 only
18_09-09-mLF2Ca04-ACC,18,18,9,ACC,-9.754518119999998,39.80010207,1.42713703,0.11083435939981094,0.04559718790638218,True,False,False,high 30 only
18_06-06-mLF2Ca03-ACC,18,18,6,ACC,-9.754518119999998,39.80010207,1.42713703,-0.06394811005670598,0.05492998224416896,False,False,False,neither
18_03-03-mLF2Ca01-ACC,18,18,3,ACC,-9.754518119999998,39.80010207,1.42713703,-0.04686466305567152,-0.11300842521196519,False,False,False,neither
18_08-08-mLF2Ca03-ACC,18,18,8,ACC,-9.754518119999998,39.80010207,1.42713703,-0.0196206151756213,0.028850160363429633,False,False,False,neither
18_01-01-mLF2Ca01-ACC,18,18,1,ACC,-9.754518119999998,39.80010207,1.42713703,-0.03807551212816013,0.02477726795107658,False,False,False,neither
18_12-12-mLF2Ca05-ACC,18,18,12,ACC,-9.754518119999998,39.80010207,1.42713703,0.0894154001157036,-0.025944551683566224,True,False,False,high 30 only
18_13-13-mLF2Ca05-ACC,18,18,13,ACC,-9.754518119999998,39.80010207,1.42713703,0.08372814698640633,-0.02851618780138542,True,False,False,high 30 only
20_01-01-mLF3Ca01-ACC,20,20,1,ACC,-11.161178110000002,37.34498541999999,2.96307904,0.3081955874328123,0.06454556945481804,True,False,False,high 30 only
21_05-05-mRF3Ca04-ACC,21,21,5,ACC,8.33361462,38.49753129999999,-4.41240163,-0.1319593753847433,-0.05613066308610959,False,False,False,neither
21_01-01-mLF3Ca01-ACC,21,21,1,ACC,-11.161178110000002,37.34498541999999,2.96307904,0.042929593426676904,-0.043657139082156626,False,False,False,neither
22_04-04-mLF3Ca06-ACC,22,22,4,ACC,-11.161178110000002,37.34498541999999,2.96307904,-0.04307323210419493,-0.020661388897129825,False,False,False,neither
22_01-01-mLF3Ca05-ACC,22,22,1,ACC,-11.161178110000002,37.34498541999999,2.96307904,-0.07798433071444259,0.13785992085908336,False,True,False,high 60 only
22_03-03-mLF3Ca06-ACC,22,22,3,ACC,-11.161178110000002,37.34498541999999,2.96307904,-0.18034223021290088,0.10728934555178464,False,True,False,high 60 only
22_02-02-mLF3Ca05-ACC,22,22,2,ACC,-11.161178110000002,37.34498541999999,2.96307904,0.2749444126884155,0.08130771218062137,True,True,True,high 30 and 60
24_09-09-chan112-ACC,24,24,9,ACC,9.427220796,36.67422184,1.807490895,-0.06637951997527632,0.0952760509253981,False,True,False,high 60 only
25_24-24-mRF2Ca06-ACC,25,25,24,ACC,8.163254340000002,46.53607928999999,5.41119814,-0.13649724068815267,-0.08387351953864189,False,False,False,neither
25_25-25-mRF2Ca06-ACC,25,25,25,ACC,8.163254340000002,46.53607928999999,5.41119814,-0.1132397022111804,0.09660859479561885,False,True,False,high 60 only
25_22-22-mRF2Ca04-ACC,25,25,22,ACC,8.163254340000002,46.53607928999999,5.41119814,0.16900027203555876,0.12397609761531032,True,True,True,high 30 and 60
25_02-02-mLF2Ca01-ACC,25,25,2,ACC,-4.9316202,49.03242844,4.80166985,0.09197945896581233,0.10579878071107256,True,True,True,high 30 and 60
25_03-03-mLF2Ca01-ACC,25,25,3,ACC,-4.9316202,49.03242844,4.80166985,-0.0201571965966088,-0.09174258338022404,False,False,False,neither
25_05-05-mLF2Ca08-ACC,25,25,5,ACC,-4.9316202,49.03242844,4.80166985,-0.06824983203347516,0.18159788278934946,False,True,False,high 60 only
25_23-23-mRF2Ca05-ACC,25,25,23,ACC,8.163254340000002,46.53607928999999,5.41119814,0.08940233708242264,0.407425730796965,True,True,True,high 30 and 60
25_20-20-mRF2Ca02-ACC,25,25,20,ACC,8.163254340000002,46.53607928999999,5.41119814,-0.06907692131408225,-0.16398101860584605,False,False,False,neither
25_01-01-mLF2Ca01-ACC,25,25,1,ACC,-4.9316202,49.03242844,4.80166985,-0.0413311958455719,-0.0074228961955374595,False,False,False,neither
25_21-21-mRF2Ca02-ACC,25,25,21,ACC,8.163254340000002,46.53607928999999,5.41119814,-0.1027304784457849,0.06677811583629988,False,False,False,neither
25_04-04-mLF2Ca08-ACC,25,25,4,ACC,-4.9316202,49.03242844,4.80166985,0.24932865193512108,0.07584317259892914,True,True,True,high 30 and 60
27_01-01-mLF2aCa03-ACC,27,27,1,ACC,-10.2781539,41.66910253,-1.5050563,-0.02552407028783365,0.015910865782098528,False,False,False,neither
28_05-05-mRF2aCa02-ACC,28,28,5,ACC,7.925135960000001,41.74797278,0.84208781,0.03040136516017374,0.013691272318293504,False,False,False,neither
28_01-01-mLF2aCa05-ACC,28,28,1,ACC,-10.2781539,41.66910253,-1.5050563,-0.02038526104701446,-0.04341244908048002,False,False,False,neither
28_06-06-mRF2aCa02-ACC,28,28,6,ACC,7.925135960000001,41.74797278,0.84208781,0.043637263590975514,-0.042027004500971125,False,False,False,neither
31_03-03-mRF3C07-ACC,31,31,3,ACC,7.072825310000001,42.5954089,-0.6747671899999999,-0.06469300259866145,-0.0625039749208544,False,False,False,neither
31_02-02-mRF3C01-ACC,31,31,2,ACC,7.072825310000001,42.5954089,-0.6747671899999999,-0.005690312934249431,-0.010423470162872712,False,False,False,neither
31_05-05-mRF3C07-ACC,31,31,5,ACC,7.072825310000001,42.5954089,-0.6747671899999999,-0.016763987906219815,-0.047360236019387214,False,False,False,neither
31_04-04-mRF3C07-ACC,31,31,4,ACC,7.072825310000001,42.5954089,-0.6747671899999999,-0.05887711749155512,0.09381075660997416,False,True,False,high 60 only
33_01-01-mLF1aCb01-ACC,33,33,1,ACC,-4.6699749200000005,31.79207529,17.25786938,-0.1127214597499552,-0.04713829107141733,False,False,False,neither
33_04-04-mLF1aCb02-ACC,33,33,4,ACC,-4.6699749200000005,31.79207529,17.25786938,-0.0043364636610029456,0.003317144025928663,False,False,False,neither
33_07-07-mLF3Ca06-ACC,33,33,7,ACC,-5.8389020700000005,42.17074826,-7.476237869999999,0.030248085721821714,-0.028138701566648022,False,False,False,neither
33_06-06-mLF1aCb07-ACC,33,33,6,ACC,-4.6699749200000005,31.79207529,17.25786938,-0.04595615372379949,-0.11871535104712093,False,False,False,neither
33_03-03-mLF1aCb02-ACC,33,33,3,ACC,-4.6699749200000005,31.79207529,17.25786938,0.04462264695198143,-0.11490441371036006,False,False,False,neither
33_02-02-mLF1aCb01-ACC,33,33,2,ACC,-4.6699749200000005,31.79207529,17.25786938,-0.055488715237781816,-0.098957232413826,False,False,False,neither
33_05-05-mLF1aCb07-ACC,33,33,5,ACC,-4.6699749200000005,31.79207529,17.25786938,-0.009476189567853344,-0.042035872312756545,False,False,False,neither
34_01-01-mLF1aCb02-ACC,34,34,1,ACC,-4.6699749200000005,31.79207529,17.25786938,0.09555769454529803,0.042046752151682285,True,False,False,high 30 only
35_02-02-mRF3C07-ACC,35,35,2,ACC,7.072825310000001,42.5954089,-0.6747671899999999,0.09375405736236049,0.13495968450899892,True,True,True,high 30 and 60
39_04-04-chan108-ACC,39,39,4,ACC,-1.657294091,27.06407607,15.41683824,0.12001463387219763,0.044829155664882145,True,False,False,high 30 only
39_11-11-chan112-ACC,39,39,11,ACC,-1.692709816,29.44119985,15.17785464,0.048569147813928376,-0.06788461214203535,False,False,False,neither
39_02-02-chan107-ACC,39,39,2,ACC,-1.657294091,27.06407607,15.41683824,0.1213619784423991,-0.029197714673921203,True,False,False,high 30 only
39_06-06-chan109-ACC,39,39,6,ACC,-1.657294091,27.06407607,15.41683824,-0.028107513618776427,0.031388561902005646,False,False,False,neither
39_05-05-chan108-ACC,39,39,5,ACC,-1.657294091,27.06407607,15.41683824,-0.05294483275626777,0.024971820723998145,False,False,False,neither
39_07-07-chan110-ACC,39,39,7,ACC,-2.978097075,29.43697016,15.18053431,-0.040987039938591825,-0.07775104253095765,False,False,False,neither
39_08-08-chan110-ACC,39,39,8,ACC,-2.978097075,29.43697016,15.18053431,0.02152503940842397,0.04378177007612555,False,False,False,neither
39_10-10-chan112-ACC,39,39,10,ACC,-1.692709816,29.44119985,15.17785464,0.0643558718194421,0.02194143524108486,True,False,False,high 30 only
39_03-03-chan107-ACC,39,39,3,ACC,-1.657294091,27.06407607,15.41683824,-0.05079259157954384,0.0072221970497679255,False,False,False,neither
39_09-09-chan112-ACC,39,39,9,ACC,-1.692709816,29.44119985,15.17785464,0.06309693904511365,-0.02125276842862605,False,False,False,neither
41_19-19-mRAMCC8-RAMC,41,41,19,ACC,6.147408862,13.1520196,23.04137119,-0.012357477925920235,-0.12622795985879126,False,False,False,neither
41_20-20-mRAMCC8-RAMC,41,41,20,ACC,6.147408862,13.1520196,23.04137119,0.1680159662677787,0.3146498555270678,True,True,True,high 30 and 60
41_16-16-mRAMCC2-RAMC,41,41,16,ACC,6.147408862,13.1520196,23.04137119,-0.029771470717127255,0.013465737565150421,False,False,False,neither
41_18-18-mRAMCC3-RAMC,41,41,18,ACC,6.147408862,13.1520196,23.04137119,-0.10723976739753968,-0.025186780455378085,False,False,False,neither
41_17-17-mRAMCC2-RAMC,41,41,17,ACC,6.147408862,13.1520196,23.04137119,-0.023178107059635918,-0.0619261556538045,False,False,False,neither
42_11-11-mRAMCC3-RAMC,42,42,11,ACC,6.147408862,13.1520196,23.04137119,-0.07976540037360855,-0.008919422677133648,False,False,False,neither
42_13-13-mRAMCC6-RAMC,42,42,13,ACC,6.147408862,13.1520196,23.04137119,0.193701026216128,0.08109730872940374,True,True,True,high 30 and 60
42_16-16-mRAMCC8-RAMC,42,42,16,ACC,6.147408862,13.1520196,23.04137119,-0.056941731784655475,0.0856093568295976,False,True,False,high 60 only
42_14-14-mRAMCC7-RAMC,42,42,14,ACC,6.147408862,13.1520196,23.04137119,0.028047847050654537,-0.0789895992904614,False,False,False,neither
42_15-15-mRAMCC7-RAMC,42,42,15,ACC,6.147408862,13.1520196,23.04137119,0.14713643203209564,0.14107964974666443,True,True,True,high 30 and 60
42_12-12-mRAMCC5-RAMC,42,42,12,ACC,6.147408862,13.1520196,23.04137119,0.02594801303338598,0.08975712525772514,False,True,False,high 60 only
43_03-03-mLF2aCa02-ACC,43,43,3,ACC,-9.10176713,38.64987149,7.371455170000001,-0.030435244785387075,-0.09376883465704546,False,False,False,neither
43_12-12-mRF2aCa03-ACC,43,43,12,ACC,8.15410768,43.23914744,2.58059473,-0.0173561105255333,-0.00761074726658442,False,False,False,neither
43_02-02-mLF2aCa01-ACC,43,43,2,ACC,-9.10176713,38.64987149,7.371455170000001,-0.03781242930835256,-0.05049970920448796,False,False,False,neither
43_13-13-mRF2aCa05-ACC,43,43,13,ACC,8.15410768,43.23914744,2.58059473,0.055222858631877064,0.003565709096548207,False,False,False,neither
43_05-05-mLF2aCa05-ACC,43,43,5,ACC,-9.10176713,38.64987149,7.371455170000001,0.2316335561454219,-0.04908021589994175,True,False,False,high 30 only
43_01-01-mLF2aCa01-ACC,43,43,1,ACC,-9.10176713,38.64987149,7.371455170000001,0.006314663279986836,-0.019173208207448215,False,False,False,neither
43_04-04-mLF2aCa05-ACC,43,43,4,ACC,-9.10176713,38.64987149,7.371455170000001,-0.07893908662960407,0.033987133825504445,False,False,False,neither
43_06-06-mLF2aCa08-ACC,43,43,6,ACC,-9.10176713,38.64987149,7.371455170000001,-0.08041148849067978,-0.007115821346675729,False,False,False,neither
44_03-03-mLF2aCa02-ACC,44,44,3,ACC,-9.10176713,38.64987149,7.371455170000001,-0.04431086394620012,0.012393640821294544,False,False,False,neither
44_12-12-mRF2aCa03-ACC,44,44,12,ACC,-9.10176713,38.64987149,7.371455170000001,0.1732715385028442,-0.057253909988938936,True,False,False,high 30 only
44_02-02-mLF2aCa02-ACC,44,44,2,ACC,-9.10176713,38.64987149,7.371455170000001,-0.08704429344434905,0.06635884227817568,False,False,False,neither
44_01-01-mLF2aCa01-ACC,44,44,1,ACC,-9.10176713,38.64987149,7.371455170000001,-0.03416828419552036,0.01961749472156004,False,False,False,neither
44_04-04-mLF2aCa05-ACC,44,44,4,ACC,-9.10176713,38.64987149,7.371455170000001,-0.020328136625210276,-0.020460064504100345,False,False,False,neither
44_05-05-mLF2aCa06-ACC,44,44,5,ACC,-9.10176713,38.64987149,7.371455170000001,-0.019762279401990705,-0.0040336516281903635,False,False,False,neither
44_06-06-mLF2aCa08-ACC,44,44,6,ACC,-9.10176713,38.64987149,7.371455170000001,0.050237387634032744,0.011713564066460947,False,False,False,neither
45_01-01-mLF2C02-ACC,45,45,1,ACC,-5.1800793700000005,41.34199997,-1.1481609700000004,0.007856879674737215,-0.04674376359879285,False,False,False,neither
45_03-03-mLF2C06-ACC,45,45,3,ACC,-5.1800793700000005,41.34199997,-1.1481609700000004,0.0239263737096391,-0.1269574812504241,False,False,False,neither
45_02-02-mLF2C06-ACC,45,45,2,ACC,-5.1800793700000005,41.34199997,-1.1481609700000004,-0.06058344679571974,-0.07169908405017174,False,False,False,neither
46_01-01-mLF2C02-ACC,46,46,1,ACC,-5.1800793700000005,41.34199997,-1.1481609700000004,0.10817328142730863,-0.04894902757167171,True,False,False,high 30 only
46_02-02-mLF2C06-ACC,46,46,2,ACC,-5.1800793700000005,41.34199997,-1.1481609700000004,-0.013639884899046514,0.02162171125095446,False,False,False,neither
48_08-08-mROFC4-OFC,48,48,8,ACC,4.622620457,32.78668494,16.58030982,-0.03196289917042122,0.20004330034948362,False,True,False,high 60 only
48_09-09-mROFC4-OFC,48,48,9,ACC,4.622620457,32.78668494,16.58030982,0.06409034050119077,-0.20028899642981582,False,False,False,neither
48_06-06-mRACC1-ACC,48,48,6,ACC,4.625351655,30.26563132,16.78025216,-0.06113269656816475,-0.00019956072191427976,False,False,False,neither
48_07-07-mRACC5-ACC,48,48,7,ACC,4.625351655,30.26563132,16.78025216,-0.11052213554252799,0.03577425615566953,False,False,False,neither
49_01-01-mLF2aCa01-ACC,49,49,1,ACC,-9.10176713,38.64987149,7.371455170000001,0.05820942808461202,0.09102032794435493,False,True,False,high 60 only
50_01-01-elec2-R-WHITE-MATTER,50,50,1,ACC,24.02,17.06,14.01,-0.03955383960942706,-0.0451800760842426,False,False,False,neither
50_08-08-elec40-LINS,50,50,8,ACC,-27.23,12.97,10.27,0.04341979860201775,-0.08168342933031195,False,False,False,neither
50_07-07-elec39-LINS,50,50,7,ACC,-27.23,12.97,10.27,-0.013253398354710955,0.0710657271974171,False,True,False,high 60 only
50_04-04-elec36-LINS,50,50,4,ACC,-27.23,12.97,10.27,0.027805527577399153,-0.027681550703584752,False,False,False,neither
50_02-02-elec5-R-WHITE-MATTER,50,50,2,ACC,24.02,17.06,14.01,-0.024871213773715067,-0.05790212677881987,False,False,False,neither
50_03-03-elec6-R-WHITE-MATTER,50,50,3,ACC,24.02,17.06,14.01,-0.08437351905401304,-0.09528400819106071,False,False,False,neither
50_05-05-elec36-LINS,50,50,5,ACC,-27.23,12.97,10.27,0.01832264534608276,-0.061131003694626256,False,False,False,neither
50_06-06-elec39-LINS,50,50,6,ACC,-27.23,12.97,10.27,-0.01407353486239396,0.030194404647480022,False,False,False,neither
61_24-24-mRF2aC03-ACC,61,61,24,ACC,7.8969691000000015,41.94539547999999,2.85555195,-0.05631862955078429,-0.08246960220676226,False,False,False,neither
61_21-21-mRF2aC01-ACC,61,61,21,ACC,7.8969691000000015,41.94539547999999,2.85555195,-0.02620919774999792,0.14962194606906193,False,True,False,high 60 only
61_01-01-mLF2C02-ACC,61,61,1,ACC,-4.64695457,41.97801993,0.34721828,0.1139072056346281,0.0937301937948633,True,True,True,high 30 and 60
61_22-22-mRF2aC01-ACC,61,61,22,ACC,7.8969691000000015,41.94539547999999,2.85555195,-0.06812778240623749,-0.026997726011538423,False,False,False,neither
61_25-25-mRF2aC04-ACC,61,61,25,ACC,7.8969691000000015,41.94539547999999,2.85555195,-0.023615375905245022,-0.08532270815733553,False,False,False,neither
61_03-03-mLF2C07-ACC,61,61,3,ACC,-4.64695457,41.97801993,0.34721828,0.04460095258870943,0.09662129177508527,False,True,False,high 60 only
61_02-02-mLF2C02-ACC,61,61,2,ACC,-4.64695457,41.97801993,0.34721828,0.19027768746647333,0.1566850402392731,True,True,True,high 30 and 60
61_26-26-mRF2aC05-ACC,61,61,26,ACC,7.8969691000000015,41.94539547999999,2.85555195,0.3928636040018732,0.11432942967434617,True,True,True,high 30 and 60
61_23-23-mRF2aC03-ACC,61,61,23,ACC,7.8969691000000015,41.94539547999999,2.85555195,0.017159249325671422,-0.013159680437749267,False,False,False,neither
61_27-27-mRF2aC06-ACC,61,61,27,ACC,7.8969691000000015,41.94539547999999,2.85555195,0.040404593805759156,0.024275774165990156,False,False,False,neither
62_14-14-mRF2aC02-ACC,62,62,14,ACC,7.8969691000000015,41.94539547999999,2.85555195,0.12444861860197075,-0.023498067771855112,True,False,False,high 30 only
62_01-01-mLF2C02-ACC,62,62,1,ACC,-4.64695457,41.97801993,0.34721828,0.09984632489986071,0.010315961863540946,True,False,False,high 30 only
62_21-21-mRF2aC04-ACC,62,62,21,ACC,7.8969691000000015,41.94539547999999,2.85555195,0.050586225413411796,0.006435636180749528,False,False,False,neither
62_03-03-mLF2C07-ACC,62,62,3,ACC,-4.64695457,41.97801993,0.34721828,0.1546261374047712,-0.026393223817200148,True,False,False,high 30 only
62_19-19-mRF2aC03-ACC,62,62,19,ACC,7.8969691000000015,41.94539547999999,2.85555195,-0.044581721747017085,-0.042831401449837075,False,False,False,neither
62_02-02-mLF2C02-ACC,62,62,2,ACC,-4.64695457,41.97801993,0.34721828,-0.008933284585034625,-0.15892326633755988,False,False,False,neither
62_15-15-mRF2aC03-ACC,62,62,15,ACC,7.8969691000000015,41.94539547999999,2.85555195,0.0378003816784977,-0.14435997346198284,False,False,False,neither
62_18-18-mRF2aC03-ACC,62,62,18,ACC,7.8969691000000015,41.94539547999999,2.85555195,-0.01754273160007693,0.010740924079300499,False,False,False,neither
62_20-20-mRF2aC04-ACC,62,62,20,ACC,7.8969691000000015,41.94539547999999,2.85555195,0.10755594776146137,0.01965730432163825,True,False,False,high 30 only
62_13-13-mRF2aC01-ACC,62,62,13,ACC,7.8969691000000015,41.94539547999999,2.85555195,0.07395815451528148,-0.009331312719831264,True,False,False,high 30 only
62_16-16-mRF2aC03-ACC,62,62,16,ACC,7.8969691000000015,41.94539547999999,2.85555195,-0.09392171458967488,-0.11506991973954171,False,False,False,neither
62_17-17-mRF2aC03-ACC,62,62,17,ACC,7.8969691000000015,41.94539547999999,2.85555195,0.009071887830906455,0.0723223761786741,False,True,False,high 60 only
